,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
171999,551515,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-05-01 10:51:00,1.65,15606.0,United Kingdom
172000,551515,20749,ASSORTED COLOUR MINI CASES,12,2011-05-01 10:51:00,6.35,15606.0,United Kingdom
172001,551515,22729,ALARM CLOCK BAKELIKE ORANGE,8,2011-05-01 10:51:00,3.75,15606.0,United Kingdom
172002,551515,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-05-01 10:51:00,0.42,15606.0,United Kingdom
172003,551515,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,24,2011-05-01 10:51:00,2.55,15606.0,United Kingdom
172004,551515,22371,AIRLINE BAG VINTAGE TOKYO 78,12,2011-05-01 10:51:00,3.95,15606.0,United Kingdom
172005,551515,20750,RED RETROSPOT MINI CASES,12,2011-05-01 10:51:00,6.35,15606.0,United Kingdom
172006,551516,21067,VINTAGE RED TEATIME MUG,1,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172007,551516,21845,DAIRY MAID STRIPE MUG,1,2011-05-01 11:10:00,0.79,14800.0,United Kingdom
172008,551516,21868,POTTING SHED TEA MUG,1,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172009,551516,22884,NUMBER TILE VINTAGE FONT 5,1,2011-05-01 11:10:00,1.95,14800.0,United Kingdom
172010,551516,23065,LARGE DECO JEWELLERY STAND,1,2011-05-01 11:10:00,12.5,14800.0,United Kingdom
172011,551516,21912,VINTAGE SNAKES & LADDERS,1,2011-05-01 11:10:00,3.75,14800.0,United Kingdom
172012,551516,21179,NO JUNK MAIL METAL SIGN,1,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172013,551516,23205,CHARLOTTE BAG VINTAGE ALPHABET ,1,2011-05-01 11:10:00,0.85,14800.0,United Kingdom
172014,551516,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-05-01 11:10:00,1.65,14800.0,United Kingdom
172015,551516,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2011-05-01 11:10:00,2.55,14800.0,United Kingdom
172016,551516,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,2011-05-01 11:10:00,4.25,14800.0,United Kingdom
172017,551516,23077,DOUGHNUT LIP GLOSS ,20,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172018,551516,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2011-05-01 11:10:00,2.08,14800.0,United Kingdom
172019,551516,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-05-01 11:10:00,2.08,14800.0,United Kingdom
172020,551516,23156,SET OF 5 MINI GROCERY MAGNETS,12,2011-05-01 11:10:00,2.08,14800.0,United Kingdom
172021,551516,22431,WATERING CAN BLUE ELEPHANT,3,2011-05-01 11:10:00,1.95,14800.0,United Kingdom
172022,551516,22433,WATERING CAN GREEN DINOSAUR,3,2011-05-01 11:10:00,1.95,14800.0,United Kingdom
172023,551516,21790,VINTAGE SNAP CARDS,1,2011-05-01 11:10:00,0.85,14800.0,United Kingdom
172024,551516,23154,SET OF 4 JAM JAR MAGNETS,12,2011-05-01 11:10:00,2.08,14800.0,United Kingdom
172025,551516,23254,CHILDRENS CUTLERY DOLLY GIRL ,5,2011-05-01 11:10:00,4.15,14800.0,United Kingdom
172026,551516,23256,CHILDRENS CUTLERY SPACEBOY ,5,2011-05-01 11:10:00,4.15,14800.0,United Kingdom
172027,551516,22432,WATERING CAN PINK BUNNY,3,2011-05-01 11:10:00,1.95,14800.0,United Kingdom
172028,551516,22941,CHRISTMAS LIGHTS 10 REINDEER,12,2011-05-01 11:10:00,8.5,14800.0,United Kingdom
172029,551516,22560,TRADITIONAL MODELLING CLAY,24,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172030,551516,22526,WHEELBARROW FOR CHILDREN ,1,2011-05-01 11:10:00,12.75,14800.0,United Kingdom
172031,551516,20992,JAZZ HEARTS PURSE NOTEBOOK,24,2011-05-01 11:10:00,0.85,14800.0,United Kingdom
172032,551516,22474,SPACEBOY TV DINNER TRAY,1,2011-05-01 11:10:00,4.95,14800.0,United Kingdom
172033,551516,22472,TV DINNER TRAY DOLLY GIRL,1,2011-05-01 11:10:00,4.95,14800.0,United Kingdom
172034,551516,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-05-01 11:10:00,9.95,14800.0,United Kingdom
172035,551516,21716,BOYS VINTAGE TIN SEASIDE BUCKET,10,2011-05-01 11:10:00,2.55,14800.0,United Kingdom
172036,551516,20727,LUNCH BAG  BLACK SKULL.,10,2011-05-01 11:10:00,1.65,14800.0,United Kingdom
172037,551516,21981,PACK OF 12 WOODLAND TISSUES ,12,2011-05-01 11:10:00,0.29,14800.0,United Kingdom
172038,551516,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,2011-05-01 11:10:00,0.29,14800.0,United Kingdom
172039,551516,21982,PACK OF 12 SUKI TISSUES ,12,2011-05-01 11:10:00,0.29,14800.0,United Kingdom
172040,551516,22751,FELTCRAFT PRINCESS OLIVIA DOLL,5,2011-05-01 11:10:00,3.75,14800.0,United Kingdom
172041,551516,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-05-01 11:10:00,3.75,14800.0,United Kingdom
172042,551516,22520,CHILDS GARDEN TROWEL BLUE ,6,2011-05-01 11:10:00,0.85,14800.0,United Kingdom
172043,551516,22521,CHILDS GARDEN TROWEL PINK,3,2011-05-01 11:10:00,0.85,14800.0,United Kingdom
172044,551516,21718,RED METAL BEACH SPADE ,10,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172045,551516,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-05-01 11:10:00,3.75,14800.0,United Kingdom
172046,551516,23207,LUNCH BAG ALPHABET DESIGN,6,2011-05-01 11:10:00,1.65,14800.0,United Kingdom
172047,551516,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,2011-05-01 11:10:00,1.65,14800.0,United Kingdom
172048,551516,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-05-01 11:10:00,0.85,14800.0,United Kingdom
172049,551516,22437,SET OF 9 BLACK SKULL BALLOONS,5,2011-05-01 11:10:00,0.85,14800.0,United Kingdom
172050,551516,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-05-01 11:10:00,8.5,14800.0,United Kingdom
172051,551516,22436,12 COLOURED PARTY BALLOONS,10,2011-05-01 11:10:00,0.65,14800.0,United Kingdom
172052,551516,23176,ABC TREASURE BOOK BOX ,1,2011-05-01 11:10:00,2.25,14800.0,United Kingdom
172053,551516,23194,GYMKHANA TREASURE BOOK BOX,1,2011-05-01 11:10:00,2.25,14800.0,United Kingdom
172054,551516,23177,TREASURE ISLAND BOOK BOX,1,2011-05-01 11:10:00,2.25,14800.0,United Kingdom
172055,551516,20972,PINK CREAM FELT CRAFT TRINKET BOX ,3,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172056,551516,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172057,551516,22128,PARTY CONES CANDY ASSORTED,6,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172058,551516,22029,SPACEBOY BIRTHDAY CARD,12,2011-05-01 11:10:00,0.42,14800.0,United Kingdom
172059,551516,22712,CARD DOLLY GIRL ,24,2011-05-01 11:10:00,0.42,14800.0,United Kingdom
172060,551516,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-05-01 11:10:00,0.42,14800.0,United Kingdom
172061,551516,22385,JUMBO BAG SPACEBOY DESIGN,2,2011-05-01 11:10:00,2.08,14800.0,United Kingdom
172062,551516,22663,JUMBO BAG DOLLY GIRL DESIGN,2,2011-05-01 11:10:00,2.08,14800.0,United Kingdom
172063,551516,23201,JUMBO BAG ALPHABET,2,2011-05-01 11:10:00,2.08,14800.0,United Kingdom
172064,551516,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-05-01 11:10:00,2.08,14800.0,United Kingdom
172065,551516,21251,DINOSAUR HEIGHT CHART STICKER SET,5,2011-05-01 11:10:00,2.95,14800.0,United Kingdom
172066,551516,21912,VINTAGE SNAKES & LADDERS,1,2011-05-01 11:10:00,3.75,14800.0,United Kingdom
172067,551516,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,2011-05-01 11:10:00,3.75,14800.0,United Kingdom
172068,551516,21888,BINGO SET,1,2011-05-01 11:10:00,3.75,14800.0,United Kingdom
172069,551516,22549,PICTURE DOMINOES,2,2011-05-01 11:10:00,1.45,14800.0,United Kingdom
172070,551516,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172071,551516,22559,SEASIDE FLYING DISC,5,2011-05-01 11:10:00,1.25,14800.0,United Kingdom
172072,551516,22708,WRAP DOLLY GIRL,25,2011-05-01 11:10:00,0.42,14800.0,United Kingdom
172073,551516,22045,SPACEBOY GIFT WRAP,25,2011-05-01 11:10:00,0.42,14800.0,United Kingdom
172074,551517,22435,SET OF 9 HEART SHAPED BALLOONS,3,2011-05-01 11:14:00,1.25,16931.0,United Kingdom
