,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
245903,558638,84836,ZINC METAL HEART DECORATION,12,2011-07-01 08:16:00,1.25,16317.0,United Kingdom
245904,558638,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-07-01 08:16:00,0.85,16317.0,United Kingdom
245905,558638,22784,LANTERN CREAM GAZEBO ,3,2011-07-01 08:16:00,4.95,16317.0,United Kingdom
245906,558638,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-07-01 08:16:00,0.95,16317.0,United Kingdom
245907,558638,22674,FRENCH TOILET SIGN BLUE METAL,12,2011-07-01 08:16:00,1.25,16317.0,United Kingdom
245908,558638,21174,POTTERING IN THE SHED METAL SIGN,12,2011-07-01 08:16:00,2.08,16317.0,United Kingdom
245909,558638,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-07-01 08:16:00,2.95,16317.0,United Kingdom
245910,558638,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-07-01 08:16:00,3.75,16317.0,United Kingdom
245911,558638,23032,DRAWER KNOB CRACKLE GLAZE IVORY,18,2011-07-01 08:16:00,1.65,16317.0,United Kingdom
245912,558638,23251,VINTAGE RED ENAMEL TRIM MUG ,12,2011-07-01 08:16:00,1.25,16317.0,United Kingdom
245913,558638,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-01 08:16:00,4.95,16317.0,United Kingdom
245914,558638,23173,REGENCY TEAPOT ROSES ,4,2011-07-01 08:16:00,9.95,16317.0,United Kingdom
245915,558638,22423,REGENCY CAKESTAND 3 TIER,2,2011-07-01 08:16:00,12.75,16317.0,United Kingdom
245916,558638,23170,REGENCY TEA PLATE ROSES ,12,2011-07-01 08:16:00,1.65,16317.0,United Kingdom
245917,558638,23162,REGENCY TEA STRAINER,4,2011-07-01 08:16:00,3.75,16317.0,United Kingdom
245918,558638,23163,REGENCY SUGAR TONGS,8,2011-07-01 08:16:00,2.49,16317.0,United Kingdom
245919,558638,23160,REGENCY TEA SPOON,12,2011-07-01 08:16:00,1.25,16317.0,United Kingdom
245920,558638,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-07-01 08:16:00,3.75,16317.0,United Kingdom
245921,558638,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-07-01 08:16:00,4.95,16317.0,United Kingdom
245922,558638,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-07-01 08:16:00,4.95,16317.0,United Kingdom
245923,558638,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-07-01 08:16:00,4.15,16317.0,United Kingdom
245924,558638,23233,WRAP POPPIES  DESIGN,50,2011-07-01 08:16:00,0.42,16317.0,United Kingdom
245925,558638,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-07-01 08:16:00,6.25,16317.0,United Kingdom
245926,558638,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-07-01 08:16:00,0.55,16317.0,United Kingdom
245927,558639,22476,EMPIRE UNION JACK TV DINNER TRAY,4,2011-07-01 08:55:00,4.95,13492.0,Switzerland
245928,558639,22357,KINGS CHOICE BISCUIT TIN,8,2011-07-01 08:55:00,4.25,13492.0,Switzerland
245929,558639,20685,DOORMAT RED RETROSPOT,2,2011-07-01 08:55:00,7.95,13492.0,Switzerland
245930,558639,22366,DOORMAT AIRMAIL ,4,2011-07-01 08:55:00,7.95,13492.0,Switzerland
245931,558639,21524,DOORMAT SPOTTY HOME SWEET HOME,4,2011-07-01 08:55:00,7.95,13492.0,Switzerland
245932,558639,21936,RED RETROSPOT PICNIC BAG,10,2011-07-01 08:55:00,2.95,13492.0,Switzerland
245933,558639,22383,LUNCH BAG SUKI DESIGN ,10,2011-07-01 08:55:00,1.65,13492.0,Switzerland
245934,558639,23209,LUNCH BAG DOILEY PATTERN ,20,2011-07-01 08:55:00,1.65,13492.0,Switzerland
245935,558639,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,2011-07-01 08:55:00,1.65,13492.0,Switzerland
245936,558639,23207,LUNCH BAG ALPHABET DESIGN,20,2011-07-01 08:55:00,1.65,13492.0,Switzerland
245937,558639,23206,LUNCH BAG APPLE DESIGN,10,2011-07-01 08:55:00,1.65,13492.0,Switzerland
245938,558639,20726,LUNCH BAG WOODLAND,20,2011-07-01 08:55:00,1.65,13492.0,Switzerland
245939,558639,20725,LUNCH BAG RED RETROSPOT,20,2011-07-01 08:55:00,1.65,13492.0,Switzerland
245940,558640,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-07-01 08:58:00,0.85,14911.0,EIRE
245941,558640,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-07-01 08:58:00,0.85,14911.0,EIRE
245942,558640,21770,OPEN CLOSED METAL SIGN,2,2011-07-01 08:58:00,4.95,14911.0,EIRE
245943,558640,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-07-01 08:58:00,1.45,14911.0,EIRE
245944,558640,C2,CARRIAGE,1,2011-07-01 08:58:00,50.0,14911.0,EIRE
245945,558640,22704,WRAP RED APPLES ,25,2011-07-01 08:58:00,0.42,14911.0,EIRE
245946,558640,21467,CHERRY CROCHET FOOD COVER,6,2011-07-01 08:58:00,3.75,14911.0,EIRE
245947,558640,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-07-01 08:58:00,0.65,14911.0,EIRE
245948,558641,23173,REGENCY TEAPOT ROSES ,4,2011-07-01 09:19:00,9.95,17865.0,United Kingdom
245949,558641,23174,REGENCY SUGAR BOWL GREEN,4,2011-07-01 09:19:00,4.15,17865.0,United Kingdom
245950,558641,23175,REGENCY MILK JUG PINK ,4,2011-07-01 09:19:00,3.25,17865.0,United Kingdom
245951,558641,21171,BATHROOM METAL SIGN ,12,2011-07-01 09:19:00,1.45,17865.0,United Kingdom
245952,558641,82580,BATHROOM METAL SIGN,12,2011-07-01 09:19:00,0.55,17865.0,United Kingdom
245953,558641,23182,TOILET SIGN OCCUPIED OR VACANT,24,2011-07-01 09:19:00,0.83,17865.0,United Kingdom
245954,558641,82581,TOILET METAL SIGN,12,2011-07-01 09:19:00,0.55,17865.0,United Kingdom
245955,558641,82552,WASHROOM METAL SIGN,12,2011-07-01 09:19:00,1.45,17865.0,United Kingdom
245956,558641,22670,FRENCH WC SIGN BLUE METAL,12,2011-07-01 09:19:00,1.25,17865.0,United Kingdom
245957,558641,21166,COOK WITH WINE METAL SIGN ,12,2011-07-01 09:19:00,2.08,17865.0,United Kingdom
245958,558641,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-07-01 09:19:00,2.95,17865.0,United Kingdom
245959,558641,21175,GIN + TONIC DIET METAL SIGN,12,2011-07-01 09:19:00,2.55,17865.0,United Kingdom
245960,558641,22115,METAL SIGN EMPIRE TEA,6,2011-07-01 09:19:00,2.95,17865.0,United Kingdom
