,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
42481,539993,22386,JUMBO BAG PINK POLKADOT,10,2011-01-04 10:00:00,1.95,13313.0,United Kingdom
42482,539993,21499,BLUE POLKADOT WRAP,25,2011-01-04 10:00:00,0.42,13313.0,United Kingdom
42483,539993,21498,RED RETROSPOT WRAP ,25,2011-01-04 10:00:00,0.42,13313.0,United Kingdom
42484,539993,22379,RECYCLING BAG RETROSPOT ,5,2011-01-04 10:00:00,2.1,13313.0,United Kingdom
42485,539993,20718,RED RETROSPOT SHOPPER BAG,10,2011-01-04 10:00:00,1.25,13313.0,United Kingdom
42486,539993,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-04 10:00:00,1.95,13313.0,United Kingdom
42487,539993,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-01-04 10:00:00,3.25,13313.0,United Kingdom
42488,539993,22961,JAM MAKING SET PRINTED,12,2011-01-04 10:00:00,1.45,13313.0,United Kingdom
42489,539993,22667,RECIPE BOX RETROSPOT ,6,2011-01-04 10:00:00,2.95,13313.0,United Kingdom
42490,539993,22898,CHILDRENS APRON APPLES DESIGN,8,2011-01-04 10:00:00,1.95,13313.0,United Kingdom
42491,539993,22896,PEG BAG APPLES DESIGN,6,2011-01-04 10:00:00,2.55,13313.0,United Kingdom
42492,539993,22303,COFFEE MUG APPLES DESIGN,6,2011-01-04 10:00:00,2.55,13313.0,United Kingdom
42493,539993,22302,COFFEE MUG PEARS  DESIGN,6,2011-01-04 10:00:00,2.55,13313.0,United Kingdom
42494,539993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-04 10:00:00,2.95,13313.0,United Kingdom
42495,539993,22808,SET OF 6 T-LIGHTS EASTER CHICKS,12,2011-01-04 10:00:00,2.95,13313.0,United Kingdom
42496,539993,22458,CAST IRON HOOK GARDEN FORK,8,2011-01-04 10:00:00,2.55,13313.0,United Kingdom
42497,539993,22862,LOVE HEART NAPKIN BOX ,4,2011-01-04 10:00:00,4.25,13313.0,United Kingdom
42498,539994,22830,,-1,2011-01-04 10:09:00,0.0,,United Kingdom
42499,539995,85064,,-12,2011-01-04 10:12:00,0.0,,United Kingdom
42500,539996,21784,,-10,2011-01-04 10:12:00,0.0,,United Kingdom
42501,539997,84689,,5,2011-01-04 10:15:00,0.0,,United Kingdom
42502,539998,84675,,2,2011-01-04 10:16:00,0.0,,United Kingdom
42503,539999,20892,,-1,2011-01-04 10:16:00,0.0,,United Kingdom
42504,540000,84499,,-9,2011-01-04 10:17:00,0.0,,United Kingdom
42505,540001,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-01-04 10:22:00,2.55,18097.0,United Kingdom
42506,540001,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,24,2011-01-04 10:22:00,2.95,18097.0,United Kingdom
42507,540001,22060,LARGE CAKE STAND HANGING HEARTS,6,2011-01-04 10:22:00,9.95,18097.0,United Kingdom
42508,540001,22151,PLACE SETTING WHITE HEART,48,2011-01-04 10:22:00,0.42,18097.0,United Kingdom
42509,540001,22508,DOORSTOP RETROSPOT HEART,16,2011-01-04 10:22:00,3.39,18097.0,United Kingdom
42510,540001,21411,GINGHAM HEART  DOORSTOP RED,12,2011-01-04 10:22:00,4.25,18097.0,United Kingdom
42511,540001,22644,CERAMIC CHERRY CAKE MONEY BANK,60,2011-01-04 10:22:00,1.45,18097.0,United Kingdom
42512,540001,70006,LOVE HEART POCKET WARMER,48,2011-01-04 10:22:00,0.42,18097.0,United Kingdom
42513,540001,21231,SWEETHEART CERAMIC TRINKET BOX,24,2011-01-04 10:22:00,1.25,18097.0,United Kingdom
42514,540002,21911,GARDEN METAL SIGN ,12,2011-01-04 10:23:00,1.65,16656.0,United Kingdom
42515,540002,22625,RED KITCHEN SCALES,8,2011-01-04 10:23:00,8.5,16656.0,United Kingdom
42516,540002,21259,VICTORIAN SEWING BOX SMALL ,24,2011-01-04 10:23:00,4.95,16656.0,United Kingdom
42517,540002,21790,VINTAGE SNAP CARDS,144,2011-01-04 10:23:00,0.72,16656.0,United Kingdom
42518,540003,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-01-04 10:37:00,0.85,16875.0,United Kingdom
42519,540003,22846,BREAD BIN DINER STYLE RED ,1,2011-01-04 10:37:00,16.95,16875.0,United Kingdom
42520,540003,22624,IVORY KITCHEN SCALES,2,2011-01-04 10:37:00,8.5,16875.0,United Kingdom
42521,540003,22767,TRIPLE PHOTO FRAME CORNICE ,4,2011-01-04 10:37:00,9.95,16875.0,United Kingdom
42522,540003,22963,JAM JAR WITH GREEN LID,12,2011-01-04 10:37:00,0.85,16875.0,United Kingdom
42523,540003,22962,JAM JAR WITH PINK LID,12,2011-01-04 10:37:00,0.85,16875.0,United Kingdom
42524,540003,22427,ENAMEL FLOWER JUG CREAM,3,2011-01-04 10:37:00,5.95,16875.0,United Kingdom
42525,540003,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2011-01-04 10:37:00,9.95,16875.0,United Kingdom
42526,540003,22193,RED DINER WALL CLOCK,2,2011-01-04 10:37:00,8.5,16875.0,United Kingdom
42527,540003,22191,IVORY DINER WALL CLOCK,2,2011-01-04 10:37:00,8.5,16875.0,United Kingdom
42528,540003,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-01-04 10:37:00,0.95,16875.0,United Kingdom
42529,540003,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-01-04 10:37:00,0.85,16875.0,United Kingdom
42530,540003,22768,FAMILY PHOTO FRAME CORNICE,2,2011-01-04 10:37:00,9.95,16875.0,United Kingdom
42531,540003,22961,JAM MAKING SET PRINTED,12,2011-01-04 10:37:00,1.45,16875.0,United Kingdom
42532,540003,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-01-04 10:37:00,8.5,16875.0,United Kingdom
42533,540003,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-01-04 10:37:00,1.25,16875.0,United Kingdom
